cap_ave numeric,remove,ooo,money,free,our,char_$,char_!,class
2.211,1,1,1,1,1,1,1,emai
2.321,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
1,1,1,1,2,1,1,1,emai
1.983,1,1,1,1,2,1,1,emai
1.403,1,1,1,1,2,1,1,emai
1.363,1,1,1,1,1,1,1,emai
2.52,1,1,1,2,2,1,1,emai
3.862,1,1,1,1,1,1,1,emai
1.583,1,1,1,1,1,1,1,emai
1.393,1,1,1,2,1,1,1,emai
2.472,1,1,1,1,1,1,1,emai
1.269,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
2.607,1,1,1,1,1,1,2,emai
3.8,1,1,1,1,2,1,1,emai
1.3,1,1,1,1,1,1,3,emai
1.678,1,1,1,1,2,1,1,emai
3.617,1,1,1,1,1,1,1,emai
2.95,1,1,1,1,1,1,1,emai
2.754,1,1,1,1,1,1,1,emai
1.958,1,1,1,1,1,1,1,emai
1.487,1,1,1,1,1,1,1,emai
2.23,1,1,1,1,1,1,1,emai
2.333,1,1,1,1,1,1,3,emai
1,1,1,1,1,2,1,1,emai
1.5,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.812,1,1,1,1,1,1,2,emai
2.468,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.673,2,1,1,1,1,1,1,emai
2.238,1,1,1,1,1,1,1,emai
2.313,1,1,1,1,1,1,1,emai
2.342,1,1,1,1,1,1,1,emai
2.108,1,1,1,1,2,1,1,emai
3.7,1,1,1,1,1,1,1,emai
2.272,1,1,1,1,1,1,3,emai
1.732,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.885,1,1,1,1,2,1,1,emai
1.577,1,1,1,1,2,1,1,emai
3.454,1,1,1,1,1,1,1,emai
6.428,1,1,1,1,2,1,1,emai
4.984,2,1,2,1,2,1,3,emai
1.043,1,1,1,2,2,1,2,emai
1.666,1,1,2,1,1,1,1,emai
1.416,1,1,1,1,1,1,1,emai
1.326,1,1,1,1,2,1,1,emai
2,1,1,1,1,1,1,1,emai
1.883,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.45,1,1,1,1,2,1,1,emai
2.556,1,1,1,1,2,1,1,emai
2.25,1,1,1,1,1,1,2,emai
1.183,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
4.434,1,1,1,1,1,1,1,emai
4.211,1,1,1,1,1,1,1,emai
2.88,1,1,1,1,2,1,1,emai
3.193,1,1,1,1,1,1,1,emai
1.744,1,1,1,1,2,1,1,emai
1.066,1,1,1,1,2,1,1,emai
2.272,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
3.202,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
2.142,1,1,1,1,1,1,1,emai
3.151,2,1,1,1,1,1,1,emai
2.356,1,1,1,1,2,1,1,emai
4.438,1,1,1,1,1,1,1,emai
20,1,1,1,1,1,1,1,emai
2.533,1,1,1,1,2,1,1,emai
1.647,1,1,1,1,1,1,1,emai
1.294,1,1,1,1,1,1,1,emai
2.451,1,1,1,1,1,1,1,emai
3.379,1,1,1,1,2,1,1,emai
2.714,1,1,1,1,1,1,1,emai
5.857,1,1,1,1,1,1,1,emai
3.179,1,1,1,1,1,1,1,emai
2.607,1,1,1,1,1,1,1,emai
1.733,1,1,1,1,2,1,1,emai
1.906,1,1,1,1,1,1,2,emai
2.221,1,1,1,1,2,1,1,emai
3.076,1,1,1,1,2,1,1,emai
1.222,1,1,1,1,2,1,1,emai
3.732,2,1,1,1,1,1,2,emai
1.794,1,1,1,1,2,1,1,emai
2.142,1,1,1,1,1,1,1,emai
1.836,1,1,1,1,1,1,1,emai
2.28,1,1,1,1,1,1,1,emai
1.871,2,1,1,1,2,1,1,emai
3.071,1,1,1,1,1,1,3,emai
1.535,1,1,1,1,1,1,1,emai
2.655,1,1,1,1,1,1,1,emai
1.347,1,1,1,2,1,1,2,emai
4.807,1,1,1,1,1,1,1,emai
1.203,1,1,1,1,1,1,1,emai
1.229,1,1,1,1,1,1,2,emai
2.235,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2.44,1,1,1,2,1,1,1,emai
2.496,1,1,1,1,2,1,1,emai
1.357,1,1,1,1,2,1,1,emai
2,1,1,1,1,1,1,1,emai
1.962,1,1,1,1,1,1,2,emai
1.444,1,1,1,1,2,1,2,emai
5.888,1,1,1,1,1,1,1,emai
3.591,1,1,1,1,1,1,1,emai
1.915,1,1,1,1,2,1,1,emai
3.007,1,1,1,1,1,1,1,emai
2.853,1,1,1,1,1,1,1,emai
3.364,1,1,1,1,1,1,1,emai
2.204,1,1,1,1,1,1,1,emai
1.692,1,1,1,1,1,1,1,emai
1.56,1,1,1,1,1,1,1,emai
1.714,1,1,1,1,1,1,1,emai
3.125,1,1,1,1,1,1,1,emai
1.576,1,1,1,2,2,1,2,emai
2.533,1,1,1,1,1,1,1,emai
2.533,1,1,1,1,1,1,1,emai
1.804,1,1,1,1,1,1,1,emai
2.203,1,1,1,1,1,1,1,emai
2.356,1,1,1,1,1,2,1,emai
1.956,1,1,1,1,2,1,3,emai
1.333,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
3.7,1,1,1,1,1,1,1,emai
1.156,1,1,1,1,1,1,1,emai
1.181,1,1,1,1,1,1,1,emai
1,1,1,1,1,2,1,1,emai
1.526,1,1,1,1,1,1,1,emai
2.55,1,1,1,2,2,1,1,emai
2.255,1,1,1,1,1,1,1,emai
1.825,1,1,1,1,1,1,1,emai
1.73,1,1,1,1,1,1,2,emai
1.388,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
3.904,1,1,1,1,1,1,1,emai
1.651,1,1,1,1,1,1,1,emai
3.187,1,1,1,1,1,1,1,emai
1.387,1,1,1,1,2,1,3,emai
3.285,1,1,1,1,1,1,1,emai
2.227,1,1,1,1,1,1,1,emai
2.208,1,1,1,1,1,1,2,emai
1.666,1,1,1,1,1,1,1,emai
2.287,1,1,1,1,1,2,1,emai
1.974,1,1,1,1,2,1,2,emai
1.818,1,1,1,1,2,1,2,emai
1.625,1,1,1,1,1,1,1,emai
3.637,1,1,1,1,1,1,2,emai
2.282,1,1,1,1,2,1,1,emai
1.867,1,1,1,1,2,1,2,emai
1.222,1,1,1,1,1,1,3,emai
1.888,1,1,1,1,2,1,2,emai
1.714,1,1,1,1,1,1,1,emai
2.643,1,1,1,2,2,1,1,emai
1.923,1,1,1,1,1,1,2,emai
2,1,1,1,1,1,1,1,emai
2.754,1,1,1,1,1,1,2,emai
1.8,1,1,1,1,1,1,1,emai
2.133,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
2.967,1,1,1,1,1,1,1,emai
1.937,1,1,1,1,1,1,3,emai
2.12,1,1,1,1,2,1,2,emai
1.958,1,1,1,1,1,1,3,emai
1.682,1,1,1,1,2,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.411,2,1,1,2,2,1,1,emai
3.3,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1.736,1,1,1,1,1,1,1,emai
1.48,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,3,emai
3.625,1,1,1,1,1,1,1,emai
2.192,1,1,1,1,2,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
2.333,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
10.036,1,1,1,1,2,2,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
2.729,1,1,1,1,1,1,1,emai
2.529,1,1,1,1,1,1,1,emai
1.491,1,1,1,1,2,1,1,emai
2.03,1,1,1,1,1,1,1,emai
1.74,1,1,1,1,1,1,1,emai
2.05,1,1,1,1,2,1,1,emai
1,1,1,1,1,2,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.011,1,1,1,1,1,1,1,emai
1.857,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.457,1,1,1,1,2,1,1,emai
2,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,2,1,1,emai
2.059,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.076,1,1,1,1,1,1,2,emai
6.666,1,1,1,1,1,1,1,emai
2.577,1,1,1,1,1,1,1,emai
1.812,1,1,1,1,1,1,2,emai
2.818,1,1,1,1,1,1,1,emai
2.642,1,1,1,1,1,1,3,emai
1.307,2,1,1,1,1,1,3,emai
1.531,1,1,1,1,1,1,2,emai
2.804,1,1,1,1,2,2,1,emai
1,1,1,1,1,1,1,1,emai
2.646,1,1,1,1,1,1,1,emai
1.601,1,1,1,1,1,1,1,emai
2.142,1,1,1,1,1,1,1,emai
2.333,1,1,1,1,1,1,1,emai
1.074,1,1,1,2,2,1,1,emai
3.918,1,1,2,1,2,2,1,emai
1.983,1,1,1,2,1,1,1,emai
3.298,1,1,1,1,2,1,1,emai
2.777,1,1,1,1,2,1,1,emai
2.787,1,1,1,1,2,1,1,emai
1.864,1,1,1,1,1,1,1,emai
2.232,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.231,1,1,1,1,2,1,1,emai
3.083,1,1,1,1,1,2,1,emai
4.312,1,1,1,1,1,1,1,emai
5.888,1,1,1,1,1,1,1,emai
1.961,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.35,1,1,1,1,2,1,1,emai
2.236,1,1,2,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1.863,1,2,1,1,1,1,1,emai
1.59,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
2.166,1,2,1,1,1,1,1,emai
1.714,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1,1,1,1,2,1,1,1,emai
1.696,1,1,1,1,1,1,1,emai
3.971,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
2.285,1,1,1,1,1,1,1,emai
1.663,1,1,1,1,2,1,1,emai
2.142,1,1,1,1,1,1,1,emai
2.982,1,1,1,1,1,1,1,emai
1.979,1,1,1,2,1,1,1,emai
2.508,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,1,1,1,emai
1.912,1,1,1,1,1,1,1,emai
1.768,1,1,1,1,1,1,1,emai
1.641,1,1,1,1,2,1,1,emai
2.108,1,1,1,1,1,1,1,emai
1.767,1,1,1,1,2,1,1,emai
1.836,1,1,1,1,2,1,1,emai
1.769,1,1,1,1,2,1,1,emai
4.7,1,1,1,1,1,1,1,emai
4.571,2,1,1,1,1,2,1,emai
2.588,1,1,1,1,1,1,1,emai
2.6,1,1,1,1,1,1,1,emai
2.158,1,1,1,1,1,1,1,emai
3.117,1,1,1,1,1,1,1,emai
1.506,1,1,1,1,1,1,1,emai
1.433,1,1,1,1,2,1,1,emai
2.972,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.784,1,1,1,1,1,1,1,emai
3.189,1,1,1,1,1,1,1,emai
2.984,1,1,1,1,1,1,1,emai
2.166,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
5.189,1,1,1,1,2,1,1,emai
1.25,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.75,1,1,1,1,1,1,1,emai
2.017,1,1,1,1,1,1,1,emai
2.375,1,1,1,1,1,1,3,emai
1.475,1,1,1,1,1,1,1,emai
2.46,1,1,1,2,2,2,2,emai
1.931,2,1,1,1,2,1,1,emai
2.058,1,1,1,1,1,1,1,emai
4.257,1,1,1,1,2,1,1,emai
3,1,1,1,1,1,1,2,emai
2.24,1,1,1,1,1,1,1,emai
2.666,1,1,1,1,1,1,1,emai
1.722,1,1,1,1,1,1,1,emai
1.461,1,1,1,2,1,1,2,emai
1.3,1,1,1,1,2,1,1,emai
1.666,1,1,1,1,1,1,1,emai
3.789,1,1,1,1,1,1,1,emai
2.367,1,1,1,1,1,1,1,emai
2.156,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1.076,1,1,1,1,1,1,1,emai
3.205,1,1,1,1,1,1,1,emai
1.625,1,1,1,1,1,1,1,emai
2.277,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1.545,1,1,1,1,1,1,1,emai
2.241,1,1,1,1,2,1,1,emai
5.695,1,1,1,1,2,1,1,emai
6.145,1,2,1,1,1,1,2,emai
2.112,1,1,1,1,1,1,1,emai
1.813,1,1,1,1,1,1,1,emai
2.09,1,1,1,1,1,1,1,emai
1.789,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.09,1,1,1,1,1,1,1,emai
1.888,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
2.44,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,2,1,1,emai
1.487,1,1,1,2,2,1,1,emai
1.875,1,1,1,1,2,1,1,emai
2.125,1,1,1,1,1,1,2,emai
1.944,1,1,1,1,1,1,1,emai
1.772,1,1,1,1,2,1,1,emai
1.375,1,1,1,1,1,1,1,emai
1.26,1,1,1,1,1,1,1,emai
1.062,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,2,emai
2.583,1,1,1,1,1,1,2,emai
1.978,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.281,1,1,2,2,2,2,2,emai
2.829,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.272,1,1,1,2,1,1,1,emai
1.52,1,1,1,1,1,1,2,emai
2.9,1,1,1,1,1,1,1,emai
3.764,1,1,1,1,2,1,1,emai
2.883,1,1,1,1,2,1,1,emai
1.21,1,1,1,1,1,1,1,emai
2.013,1,1,1,1,2,1,1,emai
2.142,1,1,1,1,1,1,3,emai
2.607,1,1,1,1,2,1,1,emai
4.75,1,1,1,1,1,1,1,emai
1.272,1,1,1,1,1,1,2,emai
1.823,1,1,1,1,1,1,1,emai
2.075,1,1,1,1,2,1,1,emai
1.5,1,1,1,1,1,1,2,emai
2.983,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,2,emai
2.045,2,1,1,1,1,1,3,emai
1.5,1,1,1,1,1,1,1,emai
1.3,1,1,1,2,1,1,1,emai
1.711,1,1,1,2,2,1,1,emai
1.125,1,1,1,1,1,1,1,emai
3.555,1,1,1,1,1,1,1,emai
1.466,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,1,2,1,2,emai
2.636,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
1.962,1,1,1,1,1,1,1,emai
1.902,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
2.733,1,1,1,1,1,1,1,emai
1.611,1,1,1,1,1,1,1,emai
2.178,1,1,1,1,1,1,1,emai
4.016,1,1,1,1,2,1,1,emai
2.361,1,1,1,1,1,1,2,emai
1.765,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,2,1,emai
1.583,1,1,1,1,2,1,1,emai
1.583,1,1,1,1,2,1,1,emai
1.25,1,1,1,1,1,2,1,emai
1.23,1,1,1,1,1,1,1,emai
2.969,1,1,1,1,1,1,1,emai
1.531,1,1,1,1,1,1,1,emai
2.444,1,1,1,1,2,1,1,emai
5.888,1,1,1,1,1,1,1,emai
1.769,1,1,1,1,1,1,1,emai
1.424,1,1,1,1,1,1,1,emai
2.426,1,1,1,1,1,1,1,emai
1.595,1,1,1,2,2,1,1,emai
1.76,1,1,1,1,1,1,1,emai
1.823,1,1,1,1,1,1,1,emai
1.125,1,1,1,1,1,1,1,emai
4.11,1,1,1,1,1,1,1,emai
3.061,1,1,1,1,2,1,1,emai
2.125,2,1,1,1,1,1,1,emai
2.8,1,1,1,1,1,1,3,emai
2.84,1,1,1,1,1,1,1,emai
1.714,1,1,1,1,1,1,1,emai
1.523,1,1,1,1,1,1,1,emai
2.203,1,1,1,1,1,1,2,emai
3.9,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,3,emai
1.4,1,1,1,1,1,1,1,emai
1.596,1,1,1,1,1,1,1,emai
1.571,1,1,1,1,1,1,1,emai
1.949,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.142,1,1,1,1,1,1,1,emai
2.288,1,1,1,1,1,1,1,emai
1.973,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.758,1,1,1,1,1,1,2,emai
4.296,1,1,1,1,2,1,1,emai
3.294,1,1,1,1,2,2,3,emai
2,1,1,1,1,1,1,3,emai
1.981,1,1,1,1,1,1,1,emai
2.909,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
4.114,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
2.481,1,1,1,1,1,1,1,emai
3.041,1,1,1,1,1,1,1,emai
1.857,1,1,1,1,1,1,1,emai
1.857,1,1,1,1,1,1,1,emai
2.312,1,1,1,1,1,1,1,emai
1.454,1,1,1,1,1,1,1,emai
4.226,1,1,1,1,1,1,1,emai
1.793,1,1,1,1,1,1,1,emai
1.9,1,1,1,2,1,1,1,emai
17.952,1,1,1,1,1,1,1,emai
3.322,1,1,1,1,1,1,1,emai
1.483,1,1,1,1,2,1,1,emai
3.369,2,1,1,1,1,1,1,emai
2.08,1,1,1,1,2,1,1,emai
1.592,1,1,1,1,2,1,1,emai
1.592,1,1,1,1,2,1,1,emai
4.634,1,1,1,1,2,1,1,emai
1.272,1,1,1,1,1,1,1,emai
2.379,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.37,1,1,1,1,1,1,1,emai
1.793,1,1,1,2,2,1,1,emai
1.488,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,1,emai
3.2,1,1,1,1,1,1,1,emai
2.187,1,1,1,1,1,1,1,emai
4.476,1,1,1,1,1,1,1,emai
2.352,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
5,1,1,1,1,1,1,1,emai
4.758,1,1,2,1,1,1,1,emai
1.866,1,1,1,1,1,1,1,emai
2.43,1,1,1,1,1,1,1,emai
1.722,1,1,2,1,1,1,1,emai
4.309,1,2,1,1,1,1,2,emai
1.8,1,1,1,1,1,1,1,emai
1.614,1,1,1,1,2,1,1,emai
1.79,1,1,1,1,1,1,1,emai
2.74,1,1,1,2,1,1,1,emai
1.7,1,1,1,2,1,1,1,emai
3.2,1,1,1,1,1,1,3,emai
2.653,1,1,1,1,1,1,2,emai
3.85,1,1,1,1,1,1,1,emai
2.75,1,1,1,1,1,1,2,emai
1.8,1,1,1,1,1,1,1,emai
4.054,1,1,1,1,1,1,1,emai
1.214,1,1,1,1,1,1,1,emai
1.277,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,2,emai
5.888,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,2,1,1,emai
1.468,1,1,1,1,1,1,1,emai
2.148,1,1,1,1,2,1,1,emai
2.176,1,1,1,1,1,1,1,emai
1.714,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.444,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.384,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.363,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.833,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,1,emai
2.25,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.901,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,1,1,1,emai
2.276,1,1,1,1,2,1,1,emai
1.636,1,1,1,1,2,1,1,emai
12.43,1,1,1,1,1,1,1,emai
1.59,1,1,1,1,2,1,1,emai
2.1,1,1,1,1,1,1,1,emai
2.142,1,1,1,1,1,1,2,emai
1.142,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,3,emai
4.454,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,2,emai
2,1,1,1,1,1,1,3,emai
2.333,1,1,1,1,1,1,3,emai
1.533,1,1,1,1,1,1,1,emai
3.03,1,1,1,1,1,1,1,emai
2.095,1,1,1,1,1,1,1,emai
1.842,1,1,1,1,1,1,1,emai
1.997,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.953,1,1,1,1,2,1,1,emai
2.565,1,1,1,1,1,1,1,emai
1.729,1,1,1,1,1,1,1,emai
2.128,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.857,1,1,1,1,2,1,1,emai
2.333,1,1,1,1,1,1,1,emai
2.416,1,1,1,2,1,1,1,emai
1.21,1,1,1,1,1,1,1,emai
5.15,1,1,1,1,2,1,1,emai
2.842,1,1,1,1,1,1,1,emai
1.547,1,1,1,1,2,1,3,emai
1.784,1,1,1,1,2,1,1,emai
2.15,1,1,1,2,2,1,1,emai
2.135,1,1,1,1,1,1,1,emai
3.184,2,1,1,1,1,1,1,emai
1.375,1,1,1,1,1,1,1,emai
1.522,1,1,1,1,2,1,1,emai
1.412,1,1,1,1,2,1,1,emai
2.5,1,1,1,1,1,1,1,emai
1.523,1,1,1,1,1,1,1,emai
1.176,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
2.894,1,1,1,1,2,1,1,emai
5.555,1,1,1,1,1,1,1,emai
2.111,1,1,1,2,1,1,1,emai
1.857,1,1,1,1,1,1,1,emai
3.772,1,1,1,1,2,1,1,emai
1.166,1,1,1,1,1,1,1,emai
2.724,1,1,1,1,1,1,1,emai
1.531,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.375,1,1,1,1,1,1,2,emai
2.666,1,1,1,1,1,1,1,emai
2.277,1,1,1,1,1,1,1,emai
1.629,1,1,1,1,1,1,1,emai
1.187,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,2,emai
2.531,1,1,1,1,1,1,2,emai
1.616,1,1,1,1,1,1,2,emai
1.058,1,1,1,1,2,1,1,emai
2.182,1,1,1,1,1,1,1,emai
1.555,1,1,1,1,1,1,2,emai
2.25,1,1,1,1,1,1,1,emai
1.197,1,1,1,1,1,1,1,emai
3.5,1,1,1,1,1,1,1,emai
1.705,1,1,1,1,2,1,1,emai
1.428,1,1,1,1,1,1,1,emai
1.657,1,1,1,1,1,1,1,emai
1.714,1,1,1,1,2,1,1,emai
1,1,1,1,1,2,1,1,emai
1.685,1,1,1,1,1,1,1,emai
1.642,1,1,1,2,2,1,1,emai
1.866,1,1,1,1,1,1,1,emai
2.166,1,1,1,1,1,1,1,emai
1.958,1,1,1,1,2,1,1,emai
1.333,1,1,1,1,1,1,1,emai
1.307,1,1,1,1,1,1,1,emai
3.461,1,1,1,2,1,1,2,emai
3.041,1,1,1,1,1,1,1,emai
1.919,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,1,1,1,emai
4.275,1,1,1,1,2,1,1,emai
3.888,1,1,1,1,1,1,1,emai
2.13,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
1.133,1,1,1,1,1,1,1,emai
2.023,1,1,1,1,1,1,1,emai
1.568,1,1,1,1,1,1,1,emai
1.51,1,1,1,1,1,1,1,emai
1.969,1,1,1,1,1,1,1,emai
2.138,1,1,1,1,1,1,1,emai
1.222,1,1,1,1,2,1,1,emai
1.647,1,1,1,1,2,1,1,emai
2.161,1,1,1,1,2,1,1,emai
3.478,1,1,1,1,1,1,1,emai
2.018,1,1,1,1,1,1,1,emai
2.232,1,1,1,1,2,1,1,emai
